date,station_pk,fuel,price
2021-01-05,1964,95,1.018
2021-01-05,1964,dizel,1.086
2021-01-05,1965,95,1.018
2021-01-05,1965,dizel,1.086
2021-01-05,1966,100,1.152
2021-01-05,1966,95,1.018
2021-01-05,1966,dizel,1.086
2021-01-05,1967,95,1.018
2021-01-05,1967,dizel,1.086
2021-01-05,1968,95,1.018
2021-01-05,1968,dizel,1.086
2021-01-05,1969,100,1.152
2021-01-05,1969,95,1.018
2021-01-05,1969,dizel,1.086
2021-01-05,1970,100,1.152
2021-01-05,1970,95,1.018
2021-01-05,1970,dizel,1.086
2021-01-05,1971,100,1.152
2021-01-05,1971,95,1.018
2021-01-05,1971,dizel,1.086
2021-01-05,1972,100,1.152
2021-01-05,1972,95,1.018
2021-01-05,1972,dizel,1.086
2021-01-05,1973,95,1.018
2021-01-05,1973,dizel,1.086
2021-01-05,1974,95,1.018
2021-01-05,1974,dizel,1.086
2021-01-05,1975,95,1.018
2021-01-05,1975,dizel,1.086
2021-01-05,1976,100,1.202
2021-01-05,1976,95,1.067
2021-01-05,1977,100,1.202
2021-01-05,1977,95,1.067
2021-01-05,1978,100,1.202
2021-01-05,1978,95,1.067
2021-01-05,1979,100,1.152
2021-01-05,1979,95,1.018
2021-01-05,1979,dizel,1.086
2021-01-05,1980,100,1.152
2021-01-05,1980,95,1.018
2021-01-05,1980,dizel,1.086
2021-01-05,1981,100,1.152
2021-01-05,1981,95,1.018
2021-01-05,1981,dizel,1.086
2021-01-05,1982,95,1.018
2021-01-05,1982,dizel,1.086
2021-01-05,1983,95,1.018
2021-01-05,1983,dizel,1.086
2021-01-05,1984,100,1.152
2021-01-05,1984,95,1.018
2021-01-05,1984,dizel,1.086
2021-01-05,1985,95,1.018
2021-01-05,1985,dizel,1.086
2021-01-05,1986,100,1.152
2021-01-05,1986,95,1.018
2021-01-05,1986,dizel,1.086
2021-01-05,1987,95,1.018
2021-01-05,1987,dizel,1.086
2021-01-05,1988,95,1.018
2021-01-05,1988,dizel,1.086
2021-01-05,1989,95,1.018
2021-01-05,1989,dizel,1.086
2021-01-05,1990,100,1.152
2021-01-05,1990,95,1.018
2021-01-05,1990,dizel,1.086
2021-01-05,1991,95,1.018
2021-01-05,1991,dizel,1.086
2021-01-05,1992,100,1.152
2021-01-05,1992,95,1.018
2021-01-05,1992,dizel,1.086
2021-01-05,1993,100,1.152
2021-01-05,1993,95,1.018
2021-01-05,1993,dizel,1.086
2021-01-05,1994,100,1.152
2021-01-05,1994,95,1.018
2021-01-05,1994,dizel,1.086
2021-01-05,1995,100,1.152
2021-01-05,1995,95,1.018
2021-01-05,1995,dizel,1.086
2021-01-05,1996,100,1.152
2021-01-05,1996,95,1.018
2021-01-05,1996,dizel,1.086
2021-01-05,1997,100,1.202
2021-01-05,1997,95,1.067
2021-01-05,1998,100,1.152
2021-01-05,1998,95,1.018
2021-01-05,1998,dizel,1.086
2021-01-05,1999,100,1.152
2021-01-05,1999,95,1.018
2021-01-05,1999,dizel,1.086
2021-01-05,2000,100,1.202
2021-01-05,2000,95,1.067
2021-01-05,2001,100,1.152
2021-01-05,2001,95,1.018
2021-01-05,2001,dizel,1.086
2021-01-05,2002,100,1.152
2021-01-05,2002,95,1.018
2021-01-05,2002,dizel,1.086
2021-01-05,2003,100,1.152
2021-01-05,2003,95,1.018
2021-01-05,2003,dizel,1.086
2021-01-05,2004,100,1.152
2021-01-05,2004,95,1.018
2021-01-05,2004,dizel,1.086
2021-01-05,2005,100,1.152
2021-01-05,2005,95,1.018
2021-01-05,2005,dizel,1.086
2021-01-05,2006,100,1.152
2021-01-05,2006,95,1.018
2021-01-05,2006,dizel,1.086
2021-01-05,2007,100,1.152
2021-01-05,2007,95,1.018
2021-01-05,2007,dizel,1.086
2021-01-05,2008,100,1.202
2021-01-05,2008,95,1.067
2021-01-05,2009,100,1.202
2021-01-05,2009,95,1.067
2021-01-05,2010,100,1.152
2021-01-05,2010,95,1.018
2021-01-05,2010,dizel,1.086
2021-01-05,2011,95,1.018
2021-01-05,2011,dizel,1.086
2021-01-05,2012,95,1.018
2021-01-05,2012,dizel,1.086
2021-01-05,2013,95,1.018
2021-01-05,2013,dizel,1.086
2021-01-05,2014,100,1.152
2021-01-05,2014,95,1.018
2021-01-05,2014,dizel,1.086
2021-01-05,2015,100,1.152
2021-01-05,2015,95,1.018
2021-01-05,2015,dizel,1.086
2021-01-05,2016,100,1.152
2021-01-05,2016,95,1.018
2021-01-05,2016,dizel,1.086
2021-01-05,2017,95,1.018
2021-01-05,2017,dizel,1.086
2021-01-05,2018,100,1.202
2021-01-05,2018,95,1.067
2021-01-05,2019,100,1.202
2021-01-05,2019,95,1.067
2021-01-05,2020,100,1.152
2021-01-05,2020,95,1.018
2021-01-05,2020,dizel,1.086
2021-01-05,2021,100,1.152
2021-01-05,2021,95,1.018
2021-01-05,2021,dizel,1.086
2021-01-05,2022,100,1.152
2021-01-05,2022,95,1.018
2021-01-05,2022,dizel,1.086
2021-01-05,2023,100,1.152
2021-01-05,2023,95,1.018
2021-01-05,2023,dizel,1.086
2021-01-05,2024,100,1.152
2021-01-05,2024,95,1.018
2021-01-05,2024,dizel,1.086
2021-01-05,2025,95,1.018
2021-01-05,2025,dizel,1.086
2021-01-05,2026,100,1.202
2021-01-05,2026,95,1.067
2021-01-05,2027,100,1.202
2021-01-05,2027,95,1.067
2021-01-05,2028,100,1.152
2021-01-05,2028,95,1.018
2021-01-05,2028,dizel,1.086
2021-01-05,2029,100,1.152
2021-01-05,2029,95,1.018
2021-01-05,2029,dizel,1.086
2021-01-05,2030,100,1.202
2021-01-05,2030,95,1.067
2021-01-05,2031,100,1.202
2021-01-05,2031,95,1.067
2021-01-05,2032,100,1.202
2021-01-05,2032,95,1.067
2021-01-05,2033,100,1.152
2021-01-05,2033,95,1.018
