pk,name,address,zip_code,lat,lng,method,gurs_address,gurs_lat,gurs_lng,distance_m,error
766,BS MOL AJŠEVICA,Loke 40,5000,45.95337,13.69157,address,"Loke 40, 5000 Nova Gorica",45.95319,13.69178,26,
767,BS MOL BENEDIKT,Radgonska c. 15,2234,46.61068,15.89416,address,"Radgonska cesta 15, 2234 Benedikt",46.61042,15.89389,36,
768,BS BERTOKI,C.med vinogradi 52,6000,45.555358,13.78105,address,"Cesta med vinogradi / Strada fra i Vigneti 52, 6000 Koper - Capodistria",45.55540,13.78089,13,
769,BS MOL BRESTOVICA,Brestovica 116b,6223,45.81302,13.62228,reverse,"Brestovica pri Komnu 116b, 6223 Komen",45.81296,13.62225,7,address not found
770,BS MOL BREZOVICA,Tržaška c. 565,1351,46.022535,14.407636,address,"Tržaška cesta 565, 1351 Brezovica pri Ljubljani",46.02251,14.40776,10,
771,BS MOL BREŽICE,C.Svobode 35,8250,45.913737,15.595365,address,"Cesta svobode 35, 8250 Brežice",45.91362,15.59542,14,
772,BS MOL CELJE AERO,Dečkova c. 39,3000,46.24062,15.25644,address,"Dečkova cesta 39, 3000 Celje",46.24043,15.25667,28,
773,BS MOL CELJE MARIBORSKA JUG,Mariborska c. 84,3000,46.23923,15.27456,address,"Mariborska cesta 84, 3000 Celje",46.23923,15.27449,5,
774,BS MOL CELJE LJUBLJANSKA,Ljubljanska cesta 110,3000,46.238118,15.235194,address,"Ljubljanska cesta 110, 3000 Celje",46.23809,15.23500,15,
775,BS MOL ČRNOMELJ,Belokranjska c. 18a,8340,45.57995,15.19583,address,"Belokranjska cesta 18a, 8340 Črnomelj",45.57991,15.19600,14,
776,BS MOL DIVAČA,Kolodvorska 1,6215,45.681494,13.968687,address,"Kolodvorska ulica 1, 6215 Divača",45.68140,13.96856,14,
777,BS MOL DOBRENJE VZHOD,Sp.Dobrenje 41a,2211,46.605931,15.663342,reverse,"Spodnje Dobrenje 41a, 2211 Pesnica pri Mariboru",46.60622,15.66339,32,address not found
778,BS MOL DOBRENJE ZAHOD,Sp.Dobrenje 41d,2211,46.609699,15.662384,reverse,"Spodnje Dobrenje 41d, 2211 Pesnica pri Mariboru",46.60945,15.66230,28,address not found
779,BS MOL DOL PRI LJUBLJANI,Podgora pri Dolskem 40,1262,46.090168,14.650805,address,"Podgora pri Dolskem 40, 1262 Dol pri Ljubljani",46.09010,14.65103,19,
780,BS MOL DRAVOGRAD,Koroška c. 49,2370,46.59033,15.01542,address,"Koroška cesta 49, 2370 Dravograd",46.59033,15.01543,1,
781,BS MOL DRAVSKO POLJE JUG,Gerečja vas 1h,2288,46.428962,15.794118,address,"Gerečja vas 1h, 2288 Hajdina",46.42890,15.79417,8,
782,BS MOL DRAVSKO POLJE SEVER,Gerečja vas 1g,2288,46.428104,15.796613,address,"Gerečja vas 1g, 2288 Hajdina",46.42824,15.79643,21,
783,BS MOL DUTOVLJE,Dutovlje 3b,6221,45.755992,13.835896,address,"Dutovlje 3b, 6221 Dutovlje",45.75594,13.83589,6,
784,BS MOL TRUCK SEŽANA,Partizanska 77,6210,45.70387478,13.8514001,address,"Partizanska cesta 77, 6210 Sežana",45.70385,13.85136,4,
785,BS MOL TRUCK LENDAVA,Trimlini 65b,9220,46.54818511,16.44478697,address,"Trimlini / Hármasmalom 65b, 9220 Lendava - Lendva",46.54831,16.44487,15,
786,BS MOL TRUCK MARIBOR,Tržaška c. 53a,2000,46.52543955,15.65123783,address,"Tržaška cesta 53a, 2000 Maribor",46.52538,15.65123,7,
787,ET RAKA,Smednik 12a,8274,45.90779511,15.37201979,address,"Smednik 12a, 8274 Raka",45.90767,15.37100,80,
788,BS MOL TRUCK VRTOJBA,Polje 10,5290,45.92082361,13.63360622,address,"Polje 10, 5290 Šempeter pri Gorici",45.92072,13.63347,16,
789,BS MOL FERNETIČI,Partizanska c. 151,6210,45.701768,13.841505,address,"Partizanska cesta 151, 6210 Sežana",45.70177,13.84155,4,
790,BS MOL FERNETIČI JUG,Partizanska c. 98,6210,45.704437,13.846496,address,"Partizanska cesta 98, 6210 Sežana",45.70457,13.84666,20,
791,BS MOL FERNETIČI SEVER,Partizanska c. 130,6210,45.70492,13.84554,address,"Partizanska cesta 130, 6210 Sežana",45.70491,13.84560,5,
792,BS MOL GEDEROVCI,Gederovci 17a,9251,46.67921,16.056079,address,"Gederovci 17a, 9251 Tišina",46.67913,16.05605,9,
793,BS MOL GRABONOŠ,Grabonoš 4c,9244,46.584129,16.008947,address,"Grabonoš 4c, 9244 Sveti Jurij ob Ščavnici",46.58355,16.00805,94,
794,BS MOL GRAČIŠČE,Gračišče 4a,6272,45.501301,13.873635,address,"Gračišče 4a, 6272 Gračišče",45.50131,13.87378,11,
795,OMV GROSUPLJE,Ljubljanska c. 62,1290,45.967972,14.660767,address,"Ljubljanska cesta 62, 1290 Grosuplje",45.96802,14.66102,20,
796,BS MOL GROSUPLJE CIKAVA,Ljubljanska cesta 129,1290,45.9730555555556,14.625555555555556,reverse,"Ljubljanska cesta 129, 1293 Šmarje - Sap",45.97335,14.62453,86,address not found
797,BS MOL ILIRSKA BISTRICA,Bazoviška 45,6250,45.559604,14.244346,address,"Bazoviška cesta 45, 6250 Ilirska Bistrica",45.55952,14.24417,17,
798,BS MOL IZOLA,Prešernova cesta 1a,6310,45.53687,13.66795,address,"Prešernova cesta / Strada France Prešeren 1a, 6310 Izola - Isola",45.53695,13.66800,10,
799,BS MOL IZOLA SEVER,Prešernova 2a,6310,45.537905,13.668631,address,"Prešernova cesta / Strada France Prešeren 2a, 6310 Izola - Isola",45.53774,13.66824,36,
800,BS MOL KAMNIK,Perovo 32,1240,46.208865,14.606844,reverse,"Perovo 24, 1241 Kamnik",46.20909,14.60716,35,address not found
801,BS MOL KOČEVJE GORNJE LOŽINE,Gornje Ložine 1a,1332,45.689289,14.7997,address,"Gornje Ložine 1a, 1332 Stara Cerkev",45.68864,14.80087,116,
802,BS MOL KOMEN,Komen 119a,6223,45.816868,13.745429,address,"Komen 119a, 6223 Komen",45.81690,13.74536,6,
803,BS MOL KOMENDA,Potok pri Komendi 8,1218,46.205702,14.52399,address,"Potok pri Komendi 8, 1218 Komenda",46.20575,14.52395,6,
804,BS MOL KOPER BONIFIKA,Istrska cesta 14,6000,45.5404,13.7263,address,"Istrska cesta / Strada dell'Istria 14, 6000 Koper - Capodistria",45.54053,13.72592,33,
805,BS SHELL KOPER SEMEDELA,Istrska cesta 53,6000,45.538903,13.728619,address,"Istrska cesta / Strada dell'Istria 53, 6000 Koper - Capodistria",45.53902,13.72849,16,
806,BS MOL KOPER ANKARANSKA,Ankaranska c. 5d,6000,45.545957,13.742681,address,"Ankaranska cesta / Via Ancarano 5d, 6000 Koper - Capodistria",45.54586,13.74276,12,
807,BS MOL KOPER ŠMARSKA,Šmarska c. 4a,6000,45.530207,13.734777,address,"Šmarska cesta / Strada di Šmarje 4a, 6000 Koper - Capodistria",45.53024,13.73465,11,
808,BS MOL KOZINA,Mestni trg 7,6240,45.60807,13.93501,address,"Mestni trg 7, 6240 Kozina",45.60828,13.93513,25,
809,BS MOL KRANJ PRIMSKOVO,Cesta Staneta Žagarja 53c,4000,46.24277,14.371453,address,"Cesta Staneta Žagarja 53c, 4000 Kranj",46.24287,14.37127,18,
810,BS MOL KRŠKO,C.Krških žrtev 131a,8270,45.94429,15.48733,address,"Cesta krških žrtev 131a, 8270 Krško",45.94430,15.48733,1,
811,BS MOL KRVAVI POTOK,Krvavi potok 1,6240,45.61885,13.910126,address,"Krvavi Potok 1, 6240 Kozina",45.61886,13.91018,4,
812,BS MOL LAZARET,Jadranska c. 1,6280,45.59283,13.72411,address,"Jadranska cesta / Strada dell'Adriatico 1, 6280 Ankaran - Ancarano",45.56501,13.76591,4489,
813,BS MOL LESCE,Hraška c. 17,4248,46.365369,14.16032,address,"Hraška cesta 17, 4248 Lesce",46.36532,14.16042,9,
814,BS MOL LIPOVCI,Lipovci 243b,9231,46.625125,16.214332,address,"Lipovci 243b, 9231 Beltinci",46.62494,16.21437,21,
815,BS MOL LITIJA,Zasavska c. 1,1270,46.058713,14.832858,address,"Zasavska cesta 1, 1270 Litija",46.05872,14.83288,2,
816,BS MOL LJUBLJANA LETALIŠKA,Letališka c. 33b,1000,46.062474,14.570349,address,"Letališka cesta 33b, 1000 Ljubljana",46.06247,14.57025,8,
817,BS MOL LJUBLJANA LITIJSKA,Litijska c. 40,1000,46.047401,14.546097,address,"Litijska cesta 40, 1000 Ljubljana",46.04732,14.54633,20,
818,BS MOL LJUBLJANA CELOVŠKA,Celovška c. 455,1210,46.09891,14.460958,address,"Celovška cesta 455, 1210 Ljubljana - Šentvid",46.09879,14.46109,17,
819,BS MOL LJUBLJANA ZALOŠKA JUG,Zaloška 158,1000,46.05628,14.562775,address,"Zaloška cesta 158, 1000 Ljubljana",46.05592,14.55872,315,
820,BS MOL LJUBLJANA ZALOŠKA SEVER,Zaloška 157,1000,46.056444,14.55814,address,"Zaloška cesta 157, 1000 Ljubljana",46.05635,14.54862,735,
821,BS MOL LJUTOMER,Kolodvorska 7a,9240,46.5289,16.19006,address,"Kolodvorska ulica 7a, 9240 Ljutomer",46.52882,16.19015,11,
822,BS MOL LOKEV,Lokev 1a,6219,45.66133,13.91942,address,"Lokev 1a, 6219 Lokev",45.66133,13.91942,0,
823,BS MOL LOPATA JUG,Lopata 80,3000,46.261718,15.22071,address,"Lopata 80, 3000 Celje",46.26162,15.22099,24,
824,BS MOL MARINA PORTOROŽ,Seča 188,6320,45.50526,13.59658,address,"Seča / Sezza 188, 6320 Portorož - Portorose",45.49895,13.61252,1427,
825,BS MOL LUCIJA VZHOD,Vinjole 29b,6320,45.50069,13.61044,address,"Vinjole / Vignole 29b, 6320 Portorož - Portorose",45.50069,13.61044,0,
826,BS MOL LUCIJA,Seča 188 a,6320,45.50043,13.61022,address,"Seča / Sezza 188a, 6320 Portorož - Portorose",45.50043,13.61022,0,
827,OMV LUKA,Vojkovo nabrežje 38,6000,45.554681,13.744175,address,"Vojkovo nabrežje / Riva Janko Premrl-Vojko 38, 6000 Koper - Capodistria",45.54882,13.73840,792,
828,BS MOL LUKOVICA,Koseskega cesta 4,1225,46.16606,14.6896,address,"Koseskega cesta 4, 1225 Lukovica",46.16606,14.68960,0,
829,BS MOL MARIBOR BOHOVA,Tržaška c. 83,2000,46.51809,15.65131,address,"Tržaška cesta 83, 2000 Maribor",46.51809,15.65132,1,
830,BS MOL MARIBOR PTUJSKA VZHOD,Ptujska cesta 225,2000,46.522349,15.679883,address,"Ptujska cesta 225, 2000 Maribor",46.52254,15.67965,28,
831,BS MOL MARIBOR PTUJSKA ZAHOD,Ptujska cesta 104,2000,46.53485,15.66165,address,"Ptujska cesta 104, 2000 Maribor",46.53485,15.66166,1,
832,BS MOL MARINA KOPER,Kopališko nabrežje 5,6000,45.55049,13.72786,address,"Kopališko nabrežje / Riva dei Bagni 5, 6000 Koper - Capodistria",45.54990,13.72778,66,
833,BS MOL MURSKA SOBOTA LENDAVSKA,Lendavska 60d,9000,46.66673,16.17698,address,"Lendavska ulica 60d, 9000 Murska Sobota",46.66672,16.17698,1,
834,BS MOL NOVA VAS,Nova vas 1a,1385,45.773401,14.504678,address,"Nova vas 1a, 1385 Nova Vas",45.77345,14.50465,6,
835,BS MOL NOVO MESTO LEVIČNIKOVA,Levičnikova c. 4,8000,45.804054,15.181842,address,"Levičnikova cesta 4, 8000 Novo mesto",45.80412,15.18179,8,
836,BS MOL NOVO MESTO LJUBLJANSKA,Ljubljanska cesta 11,8000,45.8139,15.153116666666667,address,"Ljubljanska cesta 11, 8000 Novo mesto",45.81370,15.15306,23,
837,BS MOL OBREŽJE JUG,Jesenice 36a,8261,45.854884,15.684443,address,"Jesenice 36a, 8261 Jesenice na Dolenjskem",45.85472,15.68449,19,
838,BS MOL ORMOŽ,Hardek 44d,2270,46.409754,16.160733,address,"Hardek 44d, 2270 Ormož",46.40947,16.16035,43,
839,BS MOL PESEK,Krvavi potok 25,6240,45.620425,13.906935,address,"Krvavi Potok 25, 6240 Kozina",45.62029,13.90694,15,
840,BS MOL PODGRAD,Podgrad 12a,6244,45.52107,14.14733,address,"Podgrad 12a, 6244 Podgrad",45.52107,14.14734,1,
841,BS MOL PORTOROŽ,Fizine 17,6320,45.515177,13.580759,address,"Fizine / Fisine 17, 6320 Portorož - Portorose",45.51633,13.58095,129,
842,BS MOL POSTOJNA TITOVA,Titova c.12,6230,45.77113,14.201277,address,"Titova cesta 12, 6230 Postojna",45.77104,14.20107,19,
843,BS MOL POSTOJNA TRŽAŠKA,Tržaška c. 60b,6230,45.772642,14.200028,address,"Tržaška cesta 60b, 6230 Postojna",45.77259,14.19991,11,
844,BS MOL RADOVLJICA JUG,Ljubljanska cesta 70,4240,46.33865,14.19095,address,"Ljubljanska cesta 70, 4240 Radovljica",46.33855,14.19068,24,
845,BS MOL RADOVLJICA SEVER,Ljubljanska cesta 71,4240,46.33934,14.19201,address,"Ljubljanska cesta 71, 4240 Radovljica",46.33954,14.19204,22,
846,BS MOL RAKEK,Partizanska 73a,1381,45.808113,14.329101,address,"Partizanska cesta 73a, 1381 Rakek",45.80806,14.32900,10,
847,BS MOL RAVBARKOMANDA VZHOD,Javorniška pot 9a,6230,45.78312588,14.22304178,address,"Javorniška pot 9a, 6230 Postojna",45.78290,14.22302,25,
848,BS MOL RAVBARKOMANDA ZAHOD,Javorniška pot 7a,6230,45.78536414,14.22271237,address,"Javorniška pot 7a, 6230 Postojna",45.78542,14.22271,6,
849,BS MOL ROŽNA DOLINA SEVER,Angela Besednjaka 8,5000,45.940972,13.640395,address,"Ulica Angela Besednjaka 8, 5000 Nova Gorica",45.94095,13.64042,3,
850,OMV RUŠE BEZENA,Bezena 99,2342,46.54981,15.53794,address,"Bezena 99, 2342 Ruše",46.54974,15.53798,8,
851,BS MOL SENOVO,Titova ulica 101c,8281,46.02489,15.47797,address,"Titova cesta 101c, 8281 Senovo",46.02485,15.47793,5,
852,BS MOL SENOŽEČE,Senožeče 10a,6224,45.72321,14.04572,address,"Senožeče 10a, 6224 Senožeče",45.72321,14.04572,0,
853,BS MOL SEŽANA,Partizanska 63a,6210,45.705649,13.863156,address,"Partizanska cesta 63a, 6210 Sežana",45.70561,13.86320,6,
854,BS MOL SLOVENSKA BISTRICA ŽOLGARJEVA,Žolgarjeva ulica 16,2310,46.385322,15.571972,address,"Žolgarjeva ulica 16, 2000 Maribor",46.54963,15.64207,19043,
855,BS MOL SLOVENSKE KONJICE,Liptovska 36a,3210,46.34068,15.41675,address,"Liptovska ulica 36a, 3210 Slovenske Konjice",46.34091,15.41658,29,
856,BS MOL SMEDNIK,Smednik 12a,8274,45.90773,15.37137,address,"Smednik 12a, 8274 Raka",45.90767,15.37100,29,
857,BS MOL SPODNJA IDRIJA,Vojkova ulica 24,5280,46.01699,14.0288,address,"Vojkova ulica 24, 5280 Idrija",46.01699,14.02881,1,
858,BS MOL SPODNJI DUPLEK,C. 4.julija 69,2241,46.501143,15.751535,address,"Cesta 4. julija 69, 2241 Spodnji Duplek",46.50138,15.75156,26,
859,BS MOL STARI TRG,C.Notranjskega odreda 5,1386,45.715829,14.470974,address,"Cesta Notranjskega odreda 5, 1386 Stari trg pri Ložu",45.71581,14.47087,8,
860,BS MOL STOJNCI,Stojnci 24,2281,46.380448,15.972496,address,"Stojnci 24, 2281 Markovci",46.38038,15.97258,10,
861,BS MOL ŠEMPAS,Šempas 160b,5261,45.917693,13.721916,address,"Šempas 160b, 5261 Šempas",45.91769,13.72174,14,
862,BS MOL ŠENTJUR,Ljubljanska c. 20a,3230,46.214942,15.38352,address,"Ljubljanska cesta 20a, 3230 Šentjur",46.21521,15.38258,78,
863,BS MOL ŠKOFIJE VZHOD,Sp.Škofije 260,6281,45.580603,13.797535,reverse,"Spodnje Škofije 260, 6281 Škofije",45.58060,13.79765,9,address not found
864,BS MOL ŠKOFIJE ZAHOD,Sp.Škofije 256a,6281,45.579851,13.796288,reverse,"Spodnje Škofije 256a, 6281 Škofije",45.57987,13.79632,3,address not found
865,BS MOL ŠKOFJA LOKA,Kidričeva 23a,4220,46.168842,14.31952,address,"Kidričeva cesta 23a, 4220 Škofja Loka",46.16876,14.31920,26,
866,BS MOL ŠMARJE,Srgaši 42a,6274,45.510467,13.707064,address,"Srgaši 42a, 6274 Šmarje",45.51050,13.70698,8,
867,BS MOL ŠTANJEL,Štanjel 80,6222,45.81842,13.84414,address,"Štanjel 80, 6222 Štanjel",45.81826,13.84408,18,
868,BS MOL TEPANJE,Tepanje 4b,3210,46.340828,15.469587,address,"Tepanje 4b, 3210 Slovenske Konjice",46.34079,15.46957,4,
869,BS MOL TREBNJE,Obrtniška 28,8210,45.910462,15.025649,address,"Obrtniška ulica 28, 8210 Trebnje",45.91032,15.02544,23,
870,BS MOL VELENJE PARTIZANSKA,Partizanska c. 15a,3320,46.359472,15.099174,address,"Partizanska cesta 15a, 3320 Velenje",46.35943,15.09932,12,
871,BS MOL VELENJE SELO,Selo 10a,3320,46.36972,15.13265,address,"Selo 10a, 3320 Velenje",46.36965,15.13254,11,
872,BS MOL VIPOLŽE,Vipolže 6b,5212,45.966782,13.540767,address,"Vipolže 6b, 5212 Dobrovo v Brdih",45.96686,13.54065,13,
873,BS MOL VIR DOMŽALE,Šaranovičeva c. 10a,1230,46.147666,14.60635,address,"Šaranovičeva cesta 10a, 1230 Domžale",46.14765,14.60626,7,
874,BS MOL VRTOJBA,Polje 6,5290,45.920878,13.631287,address,"Polje 6, 5290 Šempeter pri Gorici",45.92086,13.63146,14,
875,BS MOL ZAGRADEC,Zagradec 34,1303,45.85943,14.83524,address,"Zagradec 34, 1303 Zagradec",45.85955,14.83516,15,
876,BS MOL ZGORNJA POLSKAVA,Bukovec 1b,2314,46.43075,15.62705,address,"Bukovec 1b, 2314 Zgornja Polskava",46.43078,15.62703,4,
1548,BS MOL KIDRIČEVO,TOVARNIŠKA CESTA 8A,2325,46.404094,15.799085,address,"Tovarniška cesta 8a, 2325 Kidričevo",46.40417,15.79906,9,
1549,BS MOL ROGAŠKA SLATINA,TRŽIŠČE 12B,3250,46.2306674,15.6556409,address,"Tržišče 12b, 3250 Rogaška Slatina",46.23066,15.65563,1,
1550,"BS MOL CELJE, KIDRIČEVA",KIDRIČEVA ULICA 40,3000,46.234044,15.2961655,address,"Kidričeva ulica 40, 3000 Celje",46.23404,15.29627,8,
1551,BS MOL LITIJA,LJUBLJANSKA CESTA 10B,1270,46.057104,14.822957,address,"Ljubljanska cesta 10b, 1270 Litija",46.05717,14.82280,14,
1552,BS MOL KOČEVJE,LJUBLJANSKA CESTA 40,1330,45.6488405,14.8544269,address,"Ljubljanska cesta 40, 1330 Kočevje",45.64888,14.85443,4,
1553,BS MOL SLOVENSKA BISTRICA,LJUBLJANSKA CESTA 91,,46.38245,15.563571,reverse,"Ljubljanska cesta 91, 2310 Slovenska Bistrica",46.38230,15.56349,18,multiple addresses match
1554,BS MOL MURSKA SOBOTA,MALA NOVA ULICA 1,9000,46.6560676,16.1751469,address,"Mala nova ulica 1, 9000 Murska Sobota",46.65606,16.17531,12,
1555,BS MOL RIBNICA,MERHARJEVA ULICA 13,1310,45.738688,14.733154,address,"Merharjeva ulica 13, 1310 Ribnica",45.73879,14.73318,12,
1556,BS MOL LOGATEC,TRŽAŠKA 74A,1370,45.9166669,14.218824,address,"Tržaška cesta 74a, 1370 Logatec",45.91671,14.21879,5,
1557,"BS MOL CELJE, MARIBORSKA",MARIBORSKA CESTA 111,3000,46.2451779,15.2776158,address,"Mariborska cesta 111, 3000 Celje",46.24523,15.27745,14,
1558,BS MOL MURSKA SOBOTA,LENDAVSKA ULICA 75,9000,46.6676096,16.1767565,address,"Lendavska ulica 75, 9000 Murska Sobota",46.66762,16.17680,4,
1559,BS MOL PINCE,LENDAVSKA CESTA 44 A,9220,46.522006,16.51979,address,"Lendavska cesta / Lendvai út 44a, 9220 Lendava - Lendva",46.52241,16.51921,63,
1560,BS MOL ROŽNA DOLINA,ULICA ANGELA BESEDNJAKA 8A,5000,45.9404582,13.6399226,address,"Ulica Angela Besednjaka 8a, 5000 Nova Gorica",45.94046,13.63998,4,
1561,BS MOL RADVANJE MARIBOR,STRELIŠKA CESTA 16/A,2000,46.5360559,15.6202679,address,"Streliška cesta 16a, 2000 Maribor",46.53548,15.62091,81,
1562,BS MOL KOZINA,BAZOVIŠKA CESTA 18,6240,45.6090699,13.9336733,address,"Bazoviška cesta 18, 6240 Kozina",45.60906,13.93365,2,
1563,BS MOL GORNJA RADGONA,LJUTOMERSKA CESTA 12,,46.6699694,15.9961534,reverse,"Ljutomerska cesta 12, 9250 Gornja Radgona",46.66987,15.99614,11,multiple addresses match
1564,BS MOL HOČE,MIKLAVŠKA CESTA 80,2311,46.5005164,15.6550055,address,"Miklavška cesta 80, 2311 Hoče",46.50046,15.65510,10,
1565,BS MOL NOVO MESTO,MIRNOPEŠKA CESTA 4,8000,45.8211663,15.1506657,address,"Mirnopeška cesta 4, 8000 Novo mesto",45.82120,15.15047,16,
1566,BS MOL SEŽANA,PARTIZANSKA CESTA 69/B,,45.7050725,13.8608974,address,"Partizanska cesta 69b, 6210 Sežana",45.70515,13.86102,13,
1567,BS MOL SELNICA OB DRAVI,MARIBORSKA CESTA 10 C,,46.5523428,15.4977882,reverse,"Mariborska cesta 10c, 2352 Selnica ob Dravi",46.55225,15.49759,18,multiple addresses match
1568,BS MOL LORMANJE,LORMANJE 22D,2230,46.566917,15.8255,address,"Lormanje 22d, 2230 Lenart v Slov. goricah",46.56705,15.82586,31,
1569,BS MOL CELJE 3,MARIBORSKA 128,3000,46.244417,15.278217,address,"Mariborska cesta 128, 3000 Celje",46.24351,15.27909,121,
1570,BS MOL SLOVENSKE KONJICE,LIPTOVSKA CESTA 32B,,46.340083,15.418667,address,"Liptovska ulica 32b, 3210 Slovenske Konjice",46.34011,15.41850,13,
1571,BS MOL DRAMLJE,LAZE PRI DRAMLJAH 6B,3222,46.260293,15.3918165,address,"Laze pri Dramljah 6b, 3222 Dramlje",46.26040,15.39182,12,
1572,BS MOL MESTINJE,MESTINJE 2A,3241,46.2343558,15.5634657,address,"Mestinje 2a, 3241 Podplat",46.23444,15.56343,10,
1573,BS MOL MURSKA SOBOTA 3,BAKOVSKA 31/A,9000,46.645667,16.168083,address,"Bakovska ulica 31a, 9000 Murska Sobota",46.64420,16.16711,179,
1574,BS MOL KOČEVJE 2,REŠKA CESTA 25/A,1330,45.632833,14.864267,address,"Reška cesta 25a, 1330 Kočevje",45.63277,14.86408,16,
1575,BS MOL OTIŠKI VRH,OTIŠKI VRH 52,2373,46.5695,15.036667,address,"Otiški Vrh 52, 2373 Šentjanž pri Dravogradu",46.56958,15.03646,18,
1576,BS MOL POBREŽJE MARIBOR,ULICA VELJKA VLAHOVIČA 8,2000,46.546333,15.674833,address,"Ulica Veljka Vlahovića 8, 2000 Maribor",46.54643,15.67486,11,
1577,BS MOL PRESTRANEK,REŠKA CESTA 18/B,6258,45.728,14.188,address,"Reška cesta 18b, 6258 Prestranek",45.72807,14.18786,13,
1578,BS MOL LJUTOMER,KOLODVORSKA ULICA 2A,9240,46.526083,16.193583,address,"Kolodvorska ulica 2a, 9240 Ljutomer",46.52602,16.19345,12,
1579,BS MOL ŠENTILJ,MARIBORSKA CESTA 6,,46.677917,15.652583,reverse,"Mariborska cesta 6, 2212 Šentilj v Slov. goricah",46.67786,15.65260,6,multiple addresses match
1580,BS MOL PTUJ,PUHOVA ULICA 18A,2250,46.421507,15.88666,reverse,"Puhova ulica 19a, 2250 Ptuj",46.42153,15.88641,19,address not found
1581,BS MOL ZASAVJE,ZAVRŠJE 30,,46.1110129,15.0066052,address,"Završje 30, 1420 Trbovlje",46.11084,15.00658,19,
1582,BS MOL MIKLAVŽ,PTUJSKA CESTA 135,2204,46.496423,15.713914,address,"Ptujska cesta 135, 2204 Miklavž na Dravskem polju",46.49656,15.71370,22,
1583,BS MOL DRNOVO,VELIKA VAS PRI KRŠKEM 69,8273,45.920289,15.473747,address,"Velika vas pri Krškem 69, 8273 Leskovec pri Krškem",45.92014,15.47378,17,
1584,BS MOL ŠMARJE,CELJSKA CESTA 55,,46.228855,15.504098,reverse,"Celjska cesta 55, 3240 Šmarje pri Jelšah",46.22866,15.50418,23,multiple addresses match
